wall_epoch,phase,gpu,memory_used_mib,utilization_pct
1787561543.902274,control_warm_1,6,99327,100.0
1787561547.1649399,control_warm_1,3,99519,100.0
1787561547.1649399,control_warm_1,4,99327,100.0
1787561547.1649399,control_warm_1,5,99327,100.0
1787561547.1649399,control_warm_1,6,99327,100.0
1787561549.823143,control_warm_1,3,99519,100.0
1787561549.823143,control_warm_1,4,99327,100.0
1787561549.823143,control_warm_1,5,99327,100.0
1787561549.823143,control_warm_1,6,99327,100.0
1787561552.4067798,control_warm_1,3,99519,100.0
1787561552.4067798,control_warm_1,4,99327,100.0
1787561552.4067798,control_warm_1,5,99327,100.0
1787561552.4067798,control_warm_1,6,99327,100.0
1787561554.938448,control_warm_1,3,99519,96.0
1787561554.938448,control_warm_1,4,99327,96.0
1787561554.938448,control_warm_1,5,99327,96.0
1787561554.938448,control_warm_1,6,99327,96.0
1787561557.9743779,control_warm_1,3,99519,99.0
1787561557.9743779,control_warm_1,4,99327,99.0
1787561557.9743779,control_warm_1,5,99327,100.0
1787561557.9743779,control_warm_1,6,99327,100.0
1787561560.8677385,control_warm_1,3,99519,100.0
1787561560.8677385,control_warm_1,4,99327,100.0
1787561560.8677385,control_warm_1,5,99327,100.0
1787561560.8677385,control_warm_1,6,99327,100.0
1787561563.386584,control_warm_1,3,99519,100.0
1787561563.386584,control_warm_1,4,99327,100.0
1787561563.386584,control_warm_1,5,99327,100.0
1787561563.386584,control_warm_1,6,99327,100.0
1787561566.5946395,control_warm_1,3,99519,100.0
1787561566.5946395,control_warm_1,4,99327,100.0
1787561566.5946395,control_warm_1,5,99327,100.0
1787561566.5946395,control_warm_1,6,99327,100.0
1787561569.1063378,control_warm_1,3,99519,100.0
1787561569.1063378,control_warm_1,4,99327,100.0
1787561569.1063378,control_warm_1,5,99327,100.0
1787561569.1063378,control_warm_1,6,99327,100.0
1787561571.6753733,control_warm_1,3,99519,100.0
1787561571.6753733,control_warm_1,4,99327,100.0
1787561571.6753733,control_warm_1,5,99327,100.0
1787561571.6753733,control_warm_1,6,99327,100.0
1787561574.7974439,control_warm_1,3,99519,100.0
1787561574.7974439,control_warm_1,4,99327,100.0
1787561574.7974439,control_warm_1,5,99327,100.0
1787561574.7974439,control_warm_1,6,99327,100.0
1787561577.3572702,control_warm_1,3,99519,100.0
1787561577.3572702,control_warm_1,4,99327,100.0
1787561577.3572702,control_warm_1,5,99327,100.0
1787561577.3572702,control_warm_1,6,99327,100.0
1787561580.3037195,control_warm_1,3,99519,100.0
1787561580.3037195,control_warm_1,4,99327,100.0
1787561580.3037195,control_warm_1,5,99327,100.0
1787561580.3037195,control_warm_1,6,99327,100.0
1787561583.2450178,control_warm_1,3,99519,100.0
1787561583.2450178,control_warm_1,4,99327,100.0
1787561583.2450178,control_warm_1,5,99327,100.0
1787561583.2450178,control_warm_1,6,99327,100.0
1787561585.8007455,control_warm_1,3,99519,100.0
1787561585.8007455,control_warm_1,4,99327,100.0
1787561585.8007455,control_warm_1,5,99327,100.0
1787561585.8007455,control_warm_1,6,99327,100.0
1787561588.3626268,control_warm_1,3,99519,100.0
1787561588.3626268,control_warm_1,4,99327,100.0
1787561588.3626268,control_warm_1,5,99327,100.0
1787561588.3626268,control_warm_1,6,99327,100.0
1787561591.396446,control_warm_1,3,99519,100.0
1787561591.396446,control_warm_1,4,99327,100.0
1787561591.396446,control_warm_1,5,99327,100.0
1787561591.396446,control_warm_1,6,99327,100.0
1787561593.8869011,control_warm_1,3,99519,100.0
1787561593.8869011,control_warm_1,4,99327,100.0
1787561593.8869011,control_warm_1,5,99327,100.0
1787561593.8869011,control_warm_1,6,99327,100.0
1787561596.4631174,control_warm_1,3,99519,100.0
1787561596.4631174,control_warm_1,4,99327,100.0
1787561596.4631174,control_warm_1,5,99327,100.0
1787561596.4631174,control_warm_1,6,99327,100.0
1787561599.6820283,control_warm_1,3,99519,100.0
1787561599.6820283,control_warm_1,4,99327,100.0
1787561599.6820283,control_warm_1,5,99327,100.0
1787561599.6820283,control_warm_1,6,99327,100.0
1787561602.0410297,control_warm_1,3,99519,100.0
1787561602.0410297,control_warm_1,4,99327,100.0
1787561602.0410297,control_warm_1,5,99327,100.0
1787561602.0410297,control_warm_1,6,99327,100.0
1787561604.5091183,control_warm_1,3,99519,100.0
1787561604.5091183,control_warm_1,4,99327,100.0
1787561604.5091183,control_warm_1,5,99327,100.0
1787561604.5091183,control_warm_1,6,99327,100.0
1787561607.606534,control_warm_1,3,99519,100.0
1787561607.606534,control_warm_1,4,99327,100.0
1787561607.606534,control_warm_1,5,99327,100.0
1787561607.606534,control_warm_1,6,99327,100.0
1787561610.146997,control_warm_1,3,99519,100.0
1787561610.146997,control_warm_1,4,99327,100.0
1787561610.146997,control_warm_1,5,99327,100.0
1787561610.146997,control_warm_1,6,99327,100.0
1787561612.5680559,control_warm_1,3,99519,100.0
1787561612.5680559,control_warm_1,4,99327,100.0
1787561612.5680559,control_warm_1,5,99327,100.0
1787561612.5680559,control_warm_1,6,99327,100.0
1787561615.0337162,control_warm_1,3,99519,100.0
1787561615.0337162,control_warm_1,4,99327,100.0
1787561615.0337162,control_warm_1,5,99327,100.0
1787561615.0337162,control_warm_1,6,99327,100.0
1787561617.9700224,control_warm_1,3,99519,96.0
1787561617.9700224,control_warm_1,4,99327,96.0
1787561617.9700224,control_warm_1,5,99327,100.0
1787561617.9700224,control_warm_1,6,99327,96.0
1787561620.510085,control_warm_1,3,99519,100.0
1787561620.510085,control_warm_1,4,99327,100.0
1787561620.510085,control_warm_1,5,99327,100.0
1787561620.510085,control_warm_1,6,99327,100.0
1787561622.9335248,control_warm_1,3,99519,47.0
1787561622.9335248,control_warm_1,4,100793,0.0
1787561622.9335248,control_warm_1,5,100793,0.0
1787561622.9335248,control_warm_1,6,100793,14.0
1787561625.7490156,control_warm_1,3,99519,0.0
1787561625.7490156,control_warm_1,4,100793,0.0
1787561625.7490156,control_warm_1,5,100793,0.0
1787561625.7490156,control_warm_1,6,100793,0.0
1787561628.2602296,control_warm_1,3,99519,0.0
1787561628.2602296,control_warm_1,4,100793,0.0
1787561628.2602296,control_warm_1,5,100793,0.0
